ApplicationType,BusinessType,PostalCode,Created_DayOfYear,Created_Month,Created_DayOfMonth,Created_DayOfWeek,TotalDaysCreationToIssuance_Ints
105.12777777777778,71.10228593568384,127.44913627639156,347,12,13,3,152
105.12777777777778,71.10228593568384,146.6627906976744,347,12,13,3,111
105.12777777777778,71.10228593568384,81.49693251533742,347,12,13,3,29
105.12777777777778,52.23422075979659,67.4584432717678,347,12,13,3,88
105.12777777777778,71.10228593568384,67.4584432717678,347,12,13,3,57
105.12777777777778,52.23422075979659,88.45491803278688,347,12,13,3,32
105.12777777777778,52.23422075979659,77.53287981859411,347,12,13,3,35
105.12777777777778,52.23422075979659,67.4584432717678,347,12,13,3,28
105.12777777777778,71.10228593568384,88.45491803278688,347,12,13,3,50
105.12777777777778,71.10228593568384,88.45491803278688,347,12,13,3,194
105.12777777777778,157.23910614525138,100.1002444987775,347,12,13,3,120
105.12777777777778,104.46629213483146,116.50746268656717,347,12,13,3,7
105.12777777777778,52.23422075979659,100.1002444987775,347,12,13,3,25
105.12777777777778,104.46629213483146,116.50746268656717,348,12,14,4,28
105.12777777777778,157.23910614525138,107.3276397515528,348,12,14,4,13
105.12777777777778,52.23422075979659,81.49693251533742,348,12,14,4,41
105.12777777777778,402.8687898089172,88.45491803278688,348,12,14,4,24
105.12777777777778,71.10228593568384,116.50746268656717,348,12,14,4,167
105.12777777777778,104.46629213483146,116.50746268656717,351,12,17,0,830
105.12777777777778,62.78607264132704,102.53714981729598,351,12,17,0,91
105.12777777777778,71.10228593568384,146.6627906976744,351,12,17,0,24
105.12777777777778,104.46629213483146,100.1002444987775,351,12,17,0,105
105.12777777777778,52.23422075979659,102.53714981729598,351,12,17,0,66
105.12777777777778,402.8687898089172,98.55294117647058,351,12,17,0,98
105.12777777777778,71.10228593568384,116.50746268656717,354,12,20,3,36
105.12777777777778,71.10228593568384,116.50746268656717,354,12,20,3,36
105.12777777777778,71.10228593568384,116.50746268656717,354,12,20,3,36
105.12777777777778,52.23422075979659,107.3276397515528,352,12,18,1,22
105.12777777777778,157.23910614525138,156.26315789473685,351,12,17,0,44
105.12777777777778,157.23910614525138,88.45491803278688,351,12,17,0,44
105.12777777777778,74.6144578313253,146.6627906976744,351,12,17,0,56
105.12777777777778,47.88235907008608,116.50746268656717,352,12,18,1,87
105.12777777777778,70.27272727272727,146.6627906976744,352,12,18,1,31
105.12777777777778,71.10228593568384,67.4584432717678,352,12,18,1,3
105.12777777777778,157.23910614525138,146.6627906976744,352,12,18,1,31
105.12777777777778,54.54430379746835,116.50746268656717,352,12,18,1,16
105.12777777777778,157.23910614525138,146.6627906976744,352,12,18,1,31
105.12777777777778,52.23422075979659,60.18181818181818,352,12,18,1,24
105.12777777777778,402.8687898089172,107.3276397515528,352,12,18,1,50
105.12777777777778,71.10228593568384,88.45491803278688,352,12,18,1,21
105.12777777777778,71.10228593568384,60.18181818181818,352,12,18,1,98
105.12777777777778,82.0000169170446,146.6627906976744,353,12,19,2,415
105.12777777777778,71.10228593568384,107.3276397515528,353,12,19,2,28
105.12777777777778,402.8687898089172,77.53287981859411,353,12,19,2,20
105.12777777777778,52.23422075979659,100.1002444987775,354,12,20,3,68
105.12777777777778,104.46629213483146,67.4584432717678,354,12,20,3,55
105.12777777777778,104.46629213483146,82.69166666666666,354,12,20,3,57
105.12777777777778,104.46629213483146,102.53714981729598,355,12,21,4,62
105.12777777777778,52.23422075979659,100.1002444987775,355,12,21,4,20
29.134670487106018,27.626543209876544,127.44913627639156,355,12,21,4,42
105.12777777777778,71.10228593568384,102.53714981729598,355,12,21,4,27
105.12777777777778,52.23422075979659,67.4584432717678,355,12,21,4,75
105.12777777777778,52.23422075979659,81.49693251533742,232,8,20,1,35
29.134670487106018,27.626543209876544,156.26315789473685,232,8,20,1,20
29.134670487106018,27.626543209876544,109.93959731543625,232,8,20,1,6
105.12777777777778,157.23910614525138,156.26315789473685,232,8,20,1,468
105.12777777777778,104.46629213483146,146.6627906976744,232,8,20,1,16
105.12777777777778,157.23910614525138,156.26315789473685,232,8,20,1,475
105.12777777777778,52.23422075979659,116.50746268656717,232,8,20,1,183
105.12777777777778,52.23422075979659,107.3276397515528,232,8,20,1,34
105.12777777777778,71.10228593568384,146.6627906976744,233,8,21,2,22
105.12777777777778,52.23422075979659,81.49693251533742,233,8,21,2,27
105.12777777777778,52.23422075979659,100.1002444987775,233,8,21,2,75
105.12777777777778,70.27272727272727,179.125,233,8,21,2,26
105.12777777777778,104.46629213483146,82.69166666666666,233,8,21,2,50
105.12777777777778,104.46629213483146,127.44913627639156,233,8,21,2,282
105.12777777777778,157.23910614525138,100.1002444987775,233,8,21,2,146
105.12777777777778,52.23422075979659,67.4584432717678,234,8,22,3,22
105.12777777777778,71.10228593568384,100.1002444987775,234,8,22,3,6
105.12777777777778,71.10228593568384,146.6627906976744,234,8,22,3,8
105.12777777777778,52.23422075979659,100.1002444987775,240,8,28,2,6
105.12777777777778,52.23422075979659,146.6627906976744,234,8,22,3,96
105.12777777777778,52.23422075979659,100.1002444987775,234,8,22,3,102
105.12777777777778,71.10228593568384,82.69166666666666,234,8,22,3,33
105.12777777777778,52.23422075979659,116.50746268656717,235,8,23,4,24
105.12777777777778,52.23422075979659,100.1002444987775,234,8,22,3,57
105.12777777777778,52.23422075979659,107.3276397515528,235,8,23,4,88
105.12777777777778,54.54430379746835,100.1002444987775,235,8,23,4,31
105.12777777777778,71.10228593568384,81.49693251533742,235,8,23,4,161
105.12777777777778,52.23422075979659,100.1002444987775,235,8,23,4,38
105.12777777777778,52.23422075979659,60.18181818181818,235,8,23,4,26
105.12777777777778,112.83333333333333,102.53714981729598,235,8,23,4,118
105.12777777777778,52.23422075979659,116.50746268656717,235,8,23,4,173
105.12777777777778,52.23422075979659,100.1002444987775,235,8,23,4,76
105.12777777777778,52.23422075979659,100.1002444987775,235,8,23,4,20
105.12777777777778,52.23422075979659,100.1002444987775,235,8,23,4,27
105.12777777777778,52.23422075979659,100.1002444987775,235,8,23,4,25
105.12777777777778,34.80005616516751,146.6627906976744,236,8,24,5,12
105.12777777777778,104.46629213483146,98.55294117647058,237,8,25,6,64
105.12777777777778,71.10228593568384,109.93959731543625,238,8,26,0,17
105.12777777777778,52.23422075979659,102.53714981729598,238,8,26,0,14
105.12777777777778,71.10228593568384,116.50746268656717,238,8,26,0,23
105.12777777777778,52.23422075979659,117.63934426229508,238,8,26,0,80
105.12777777777778,70.27272727272727,86.89449541284404,238,8,26,0,15
105.12777777777778,71.10228593568384,67.4584432717678,238,8,26,0,4
105.12777777777778,54.54430379746835,116.50746268656717,238,8,26,0,85
105.12777777777778,52.23422075979659,86.89449541284404,238,8,26,0,28
105.12777777777778,52.23422075979659,100.1002444987775,238,8,26,0,74
105.12777777777778,52.23422075979659,102.53714981729598,238,8,26,0,28
105.12777777777778,52.23422075979659,100.1002444987775,238,8,26,0,64
105.12777777777778,157.23910614525138,156.26315789473685,238,8,26,0,85
105.12777777777778,157.23910614525138,156.26315789473685,238,8,26,0,85
105.12777777777778,52.23422075979659,98.55294117647058,238,8,26,0,10
105.12777777777778,52.23422075979659,100.1002444987775,238,8,26,0,91
105.12777777777778,71.10228593568384,82.69166666666666,239,8,27,1,16
105.12777777777778,71.10228593568384,98.55294117647058,239,8,27,1,23
105.12777777777778,52.23422075979659,77.53287981859411,239,8,27,1,16
105.12777777777778,71.10228593568384,179.125,240,8,28,2,113
105.12777777777778,402.8687898089172,146.6627906976744,240,8,28,2,23
105.12777777777778,71.10228593568384,102.53714981729598,239,8,27,1,132
105.12777777777778,104.46629213483146,116.50746268656717,239,8,27,1,140
105.12777777777778,52.23422075979659,67.4584432717678,240,8,28,2,41
105.12777777777778,98.47094709500779,81.49693251533742,240,8,28,2,78
105.12777777777778,54.54430379746835,102.53714981729598,240,8,28,2,50
105.12777777777778,52.23422075979659,77.53287981859411,240,8,28,2,15
105.12777777777778,104.46629213483146,88.45491803278688,240,8,28,2,71
105.12777777777778,52.23422075979659,77.53287981859411,240,8,28,2,63
29.134670487106018,27.626543209876544,82.69166666666666,240,8,28,2,21
105.12777777777778,71.10228593568384,67.4584432717678,240,8,28,2,8
105.12777777777778,52.23422075979659,117.63934426229508,240,8,28,2,56
105.12777777777778,402.8687898089172,60.18181818181818,240,8,28,2,13
105.12777777777778,52.23422075979659,100.1002444987775,241,8,29,3,83
29.134670487106018,402.8687898089172,109.93959731543625,241,8,29,3,13
105.12777777777778,402.8687898089172,86.89449541284404,241,8,29,3,28
105.12777777777778,52.23422075979659,102.53714981729598,241,8,29,3,41
105.12777777777778,157.23910614525138,146.6627906976744,242,8,30,4,24
105.12777777777778,52.23422075979659,100.1002444987775,242,8,30,4,61
105.12777777777778,104.46629213483146,102.53714981729598,242,8,30,4,166
105.12777777777778,104.46629213483146,102.53714981729598,242,8,30,4,14
105.12777777777778,157.23910614525138,88.45491803278688,242,8,30,4,20
105.12777777777778,52.23422075979659,100.1002444987775,246,9,3,1,56
105.12777777777778,52.23422075979659,100.1002444987775,246,9,3,1,56
105.12777777777778,52.23422075979659,100.1002444987775,246,9,3,1,83
105.12777777777778,52.23422075979659,100.1002444987775,246,9,3,1,56
105.12777777777778,52.23422075979659,100.1002444987775,246,9,3,1,83
105.12777777777778,52.23422075979659,100.1002444987775,246,9,3,1,56
105.12777777777778,52.23422075979659,117.63934426229508,246,9,3,1,83
105.12777777777778,52.23422075979659,100.1002444987775,246,9,3,1,56
105.12777777777778,157.23910614525138,100.1002444987775,246,9,3,1,57
105.12777777777778,71.10228593568384,67.4584432717678,246,9,3,1,42
105.12777777777778,70.27272727272727,116.50746268656717,246,9,3,1,76
105.12777777777778,52.23422075979659,100.1002444987775,246,9,3,1,83
105.12777777777778,402.8687898089172,86.89449541284404,246,9,3,1,20
105.12777777777778,104.46629213483146,81.49693251533742,246,9,3,1,99
105.12777777777778,71.10228593568384,86.89449541284404,246,9,3,1,62
29.134670487106018,27.626543209876544,102.53714981729598,252,9,9,0,10
105.12777777777778,71.10228593568384,146.6627906976744,247,9,4,2,28
105.12777777777778,71.10228593568384,146.6627906976744,247,9,4,2,20
105.12777777777778,71.10228593568384,60.18181818181818,247,9,4,2,12
105.12777777777778,52.23422075979659,100.1002444987775,248,9,5,3,5
105.12777777777778,157.23910614525138,146.6627906976744,248,9,5,3,125
105.12777777777778,52.23422075979659,98.55294117647058,248,9,5,3,76
105.12777777777778,52.23422075979659,98.55294117647058,248,9,5,3,76
105.12777777777778,52.23422075979659,98.55294117647058,248,9,5,3,76
105.12777777777778,71.10228593568384,102.53714981729598,248,9,5,3,11
105.12777777777778,71.10228593568384,102.53714981729598,249,9,6,4,7
105.12777777777778,52.23422075979659,117.63934426229508,250,9,7,5,86
29.134670487106018,27.626543209876544,100.1002444987775,252,9,9,0,2
105.12777777777778,402.8687898089172,102.53714981729598,252,9,9,0,51
105.12777777777778,52.23422075979659,86.89449541284404,252,9,9,0,3
105.12777777777778,74.6144578313253,146.6627906976744,252,9,9,0,196
105.12777777777778,71.10228593568384,100.1002444987775,252,9,9,0,32
105.12777777777778,52.23422075979659,82.69166666666666,252,9,9,0,8
105.12777777777778,52.23422075979659,77.53287981859411,253,9,10,1,16
105.12777777777778,52.23422075979659,107.3276397515528,253,9,10,1,43
105.12777777777778,71.10228593568384,102.53714981729598,253,9,10,1,63
105.12777777777778,52.23422075979659,100.1002444987775,253,9,10,1,3
105.12777777777778,52.23422075979659,88.45491803278688,253,9,10,1,31
105.12777777777778,52.23422075979659,98.55294117647058,253,9,10,1,163
105.12777777777778,71.10228593568384,100.1002444987775,253,9,10,1,36
105.12777777777778,52.23422075979659,81.49693251533742,253,9,10,1,30
105.12777777777778,52.23422075979659,67.4584432717678,253,9,10,1,92
105.12777777777778,52.23422075979659,77.53287981859411,253,9,10,1,15
105.12777777777778,74.6144578313253,107.3276397515528,254,9,11,2,7
105.12777777777778,52.23422075979659,88.45491803278688,254,9,11,2,7
105.12777777777778,71.10228593568384,82.69166666666666,254,9,11,2,49
105.12777777777778,52.23422075979659,102.53714981729598,254,9,11,2,14
105.12777777777778,402.8687898089172,107.3276397515528,254,9,11,2,83
105.12777777777778,71.10228593568384,116.50746268656717,254,9,11,2,8
105.12777777777778,71.10228593568384,77.53287981859411,254,9,11,2,180
105.12777777777778,52.23422075979659,100.1002444987775,254,9,11,2,12
105.12777777777778,71.10228593568384,98.55294117647058,254,9,11,2,93
105.12777777777778,52.23422075979659,81.49693251533742,254,9,11,2,589
29.134670487106018,52.23422075979659,60.18181818181818,255,9,12,3,20
105.12777777777778,104.46629213483146,82.69166666666666,255,9,12,3,112
105.12777777777778,52.23422075979659,98.55294117647058,255,9,12,3,25
105.12777777777778,52.23422075979659,77.53287981859411,255,9,12,3,22
105.12777777777778,52.23422075979659,102.53714981729598,255,9,12,3,75
105.12777777777778,71.10228593568384,102.53714981729598,255,9,12,3,48
105.12777777777778,52.23422075979659,100.1002444987775,255,9,12,3,47
105.12777777777778,52.23422075979659,100.1002444987775,255,9,12,3,18
105.12777777777778,402.8687898089172,98.55294117647058,255,9,12,3,49
105.12777777777778,71.10228593568384,88.45491803278688,256,9,13,4,26
105.12777777777778,402.8687898089172,77.53287981859411,256,9,13,4,11
105.12777777777778,71.10228593568384,81.49693251533742,256,9,13,4,26
105.12777777777778,52.23422075979659,100.1002444987775,256,9,13,4,10
105.12777777777778,157.23910614525138,146.6627906976744,256,9,13,4,202
105.12777777777778,52.23422075979659,102.53714981729598,256,9,13,4,49
105.12777777777778,76.91024562368952,88.45491803278688,259,9,16,0,16
105.12777777777778,104.46629213483146,100.1002444987775,259,9,16,0,162
29.134670487106018,52.23422075979659,86.89449541284404,259,9,16,0,7
105.12777777777778,74.6144578313253,102.53714981729598,259,9,16,0,91
105.12777777777778,52.23422075979659,100.1002444987775,259,9,16,0,7
29.134670487106018,27.626543209876544,67.4584432717678,259,9,16,0,11
105.12777777777778,52.23422075979659,156.26315789473685,259,9,16,0,88
29.134670487106018,27.626543209876544,67.4584432717678,266,9,23,0,11
105.12777777777778,71.10228593568384,102.53714981729598,259,9,16,0,70
105.12777777777778,52.23422075979659,67.4584432717678,259,9,16,0,91
105.12777777777778,52.23422075979659,102.53714981729598,259,9,16,0,17
105.12777777777778,71.10228593568384,81.49693251533742,259,9,16,0,14
105.12777777777778,71.10228593568384,107.3276397515528,260,9,17,1,44
105.12777777777778,71.10228593568384,107.3276397515528,260,9,17,1,111
105.12777777777778,71.10228593568384,98.55294117647058,260,9,17,1,45
105.12777777777778,71.10228593568384,116.50746268656717,260,9,17,1,20
105.12777777777778,52.23422075979659,102.53714981729598,260,9,17,1,38
105.12777777777778,157.23910614525138,116.50746268656717,260,9,17,1,31
105.12777777777778,402.8687898089172,67.4584432717678,260,9,17,1,8
105.12777777777778,52.23422075979659,67.4584432717678,266,9,23,0,25
105.12777777777778,54.54430379746835,102.53714981729598,260,9,17,1,13
105.12777777777778,402.8687898089172,88.45491803278688,260,9,17,1,56
105.12777777777778,71.10228593568384,82.69166666666666,260,9,17,1,7
105.12777777777778,71.10228593568384,116.50746268656717,260,9,17,1,29
105.12777777777778,52.23422075979659,102.53714981729598,260,9,17,1,87
105.12777777777778,52.23422075979659,102.53714981729598,260,9,17,1,87
105.12777777777778,402.8687898089172,116.50746268656717,260,9,17,1,10
105.12777777777778,52.23422075979659,102.53714981729598,260,9,17,1,87
105.12777777777778,52.23422075979659,107.3276397515528,260,9,17,1,62
105.12777777777778,52.23422075979659,156.26315789473685,261,9,18,2,92
105.12777777777778,71.10228593568384,98.55294117647058,261,9,18,2,14
105.12777777777778,52.23422075979659,156.26315789473685,261,9,18,2,96
105.12777777777778,52.23422075979659,100.1002444987775,261,9,18,2,55
105.12777777777778,52.23422075979659,102.53714981729598,261,9,18,2,19
105.12777777777778,71.10228593568384,127.44913627639156,261,9,18,2,84
105.12777777777778,280.7470203749393,116.50746268656717,261,9,18,2,75
105.12777777777778,157.23910614525138,98.55294117647058,261,9,18,2,50
105.12777777777778,52.23422075979659,77.53287981859411,262,9,19,3,82
105.12777777777778,71.10228593568384,60.18181818181818,262,9,19,3,60
105.12777777777778,71.10228593568384,77.53287981859411,262,9,19,3,61
105.12777777777778,255.47756400891421,82.69166666666666,262,9,19,3,5
105.12777777777778,71.10228593568384,146.6627906976744,262,9,19,3,49
105.12777777777778,52.23422075979659,82.69166666666666,262,9,19,3,82
105.12777777777778,52.23422075979659,146.6627906976744,205,7,23,3,328
105.12777777777778,71.10228593568384,60.18181818181818,205,7,23,3,22
29.134670487106018,27.626543209876544,102.53714981729598,206,7,24,4,10
105.12777777777778,71.10228593568384,82.69166666666666,206,7,24,4,286
105.12777777777778,52.23422075979659,82.69166666666666,209,7,27,0,59
105.12777777777778,52.23422075979659,67.4584432717678,209,7,27,0,16
105.12777777777778,70.27272727272727,102.53714981729598,209,7,27,0,23
105.12777777777778,52.23422075979659,82.69166666666666,209,7,27,0,53
105.12777777777778,52.23422075979659,107.3276397515528,209,7,27,0,192
105.12777777777778,52.23422075979659,67.4584432717678,210,7,28,1,63
105.12777777777778,71.10228593568384,146.6627906976744,210,7,28,1,22
105.12777777777778,71.10228593568384,107.3276397515528,210,7,28,1,97
105.12777777777778,52.23422075979659,88.45491803278688,211,7,29,2,48
105.12777777777778,157.23910614525138,98.55294117647058,211,7,29,2,182
29.134670487106018,27.626543209876544,88.45491803278688,213,7,31,4,11
105.12777777777778,71.10228593568384,88.45491803278688,211,7,29,2,68
105.12777777777778,104.46629213483146,81.49693251533742,211,7,29,2,86
105.12777777777778,52.23422075979659,81.49693251533742,211,7,29,2,12
29.134670487106018,27.626543209876544,102.53714981729598,211,7,29,2,82
105.12777777777778,52.23422075979659,100.1002444987775,212,7,30,3,28
105.12777777777778,84.89474263948485,127.44913627639156,213,7,31,4,18
105.12777777777778,52.23422075979659,107.3276397515528,214,8,1,5,20
105.12777777777778,71.10228593568384,100.1002444987775,216,8,3,0,7
105.12777777777778,71.10228593568384,60.18181818181818,216,8,3,0,51
105.12777777777778,71.10228593568384,102.53714981729598,217,8,4,1,66
105.12777777777778,157.23910614525138,127.44913627639156,217,8,4,1,35
105.12777777777778,104.46629213483146,102.53714981729598,217,8,4,1,56
105.12777777777778,104.46629213483146,127.44913627639156,218,8,5,2,55
105.12777777777778,52.23422075979659,100.1002444987775,219,8,6,3,13
105.12777777777778,52.23422075979659,81.49693251533742,220,8,7,4,76
105.12777777777778,71.10228593568384,107.3276397515528,220,8,7,4,87
105.12777777777778,52.23422075979659,102.53714981729598,220,8,7,4,53
105.12777777777778,71.10228593568384,100.1002444987775,220,8,7,4,93
105.12777777777778,104.46629213483146,67.4584432717678,223,8,10,0,67
105.12777777777778,52.23422075979659,100.1002444987775,223,8,10,0,9
105.12777777777778,70.27272727272727,127.44913627639156,223,8,10,0,8
29.134670487106018,27.626543209876544,100.1002444987775,225,8,12,2,28
105.12777777777778,104.46629213483146,102.53714981729598,223,8,10,0,70
29.134670487106018,27.626543209876544,102.53714981729598,227,8,14,4,66
105.12777777777778,52.23422075979659,98.55294117647058,224,8,11,1,23
105.12777777777778,52.23422075979659,67.4584432717678,224,8,11,1,29
105.12777777777778,52.23422075979659,67.4584432717678,224,8,11,1,199
105.12777777777778,157.23910614525138,117.63934426229508,224,8,11,1,69
105.12777777777778,71.10228593568384,67.4584432717678,224,8,11,1,42
105.12777777777778,52.23422075979659,81.49693251533742,224,8,11,1,69
105.12777777777778,52.23422075979659,109.93959731543625,224,8,11,1,93
29.134670487106018,27.626543209876544,109.93959731543625,224,8,11,1,29
105.12777777777778,71.10228593568384,98.55294117647058,224,8,11,1,43
105.12777777777778,52.23422075979659,98.55294117647058,225,8,12,2,77
105.12777777777778,90.06666666666666,127.44913627639156,225,8,12,2,112
105.12777777777778,52.23422075979659,67.4584432717678,225,8,12,2,35
105.12777777777778,52.23422075979659,107.3276397515528,225,8,12,2,196
105.12777777777778,71.10228593568384,100.1002444987775,225,8,12,2,35
105.12777777777778,197.64444444444445,127.44913627639156,226,8,13,3,313
105.12777777777778,157.23910614525138,107.3276397515528,226,8,13,3,32
105.12777777777778,71.10228593568384,77.53287981859411,226,8,13,3,13
105.12777777777778,52.23422075979659,81.49693251533742,226,8,13,3,13
105.12777777777778,52.23422075979659,98.55294117647058,226,8,13,3,140
105.12777777777778,71.10228593568384,127.44913627639156,226,8,13,3,53
105.12777777777778,52.23422075979659,67.4584432717678,226,8,13,3,19
105.12777777777778,52.23422075979659,67.4584432717678,226,8,13,3,148
105.12777777777778,71.10228593568384,82.69166666666666,227,8,14,4,39
105.12777777777778,52.23422075979659,102.53714981729598,227,8,14,4,91
105.12777777777778,71.10228593568384,116.50746268656717,231,8,18,1,37
105.12777777777778,104.46629213483146,67.4584432717678,230,8,17,0,80
105.12777777777778,71.10228593568384,107.3276397515528,230,8,17,0,31
105.12777777777778,71.10228593568384,100.1002444987775,231,8,18,1,28
105.12777777777778,52.23422075979659,146.6627906976744,231,8,18,1,76
105.12777777777778,71.10228593568384,107.3276397515528,231,8,18,1,92
105.12777777777778,52.23422075979659,100.1002444987775,231,8,18,1,49
105.12777777777778,52.23422075979659,67.4584432717678,231,8,18,1,9
105.12777777777778,52.23422075979659,67.4584432717678,231,8,18,1,63
29.134670487106018,27.626543209876544,77.53287981859411,239,8,26,2,61
105.12777777777778,52.23422075979659,67.4584432717678,232,8,19,2,21
105.12777777777778,52.23422075979659,67.4584432717678,232,8,19,2,9
105.12777777777778,52.23422075979659,88.45491803278688,232,8,19,2,126
105.12777777777778,54.54430379746835,127.44913627639156,232,8,19,2,13
105.12777777777778,157.23910614525138,107.3276397515528,233,8,20,3,216
105.12777777777778,71.10228593568384,88.45491803278688,234,8,21,4,48
105.12777777777778,71.10228593568384,77.53287981859411,234,8,21,4,67
105.12777777777778,71.10228593568384,117.63934426229508,241,8,28,4,32
105.12777777777778,104.46629213483146,116.50746268656717,235,8,22,5,227
105.12777777777778,54.54430379746835,67.4584432717678,237,8,24,0,24
105.12777777777778,52.23422075979659,88.45491803278688,237,8,24,0,298
105.12777777777778,71.10228593568384,127.44913627639156,237,8,24,0,63
105.12777777777778,71.10228593568384,146.6627906976744,237,8,24,0,119
105.12777777777778,71.10228593568384,127.44913627639156,237,8,24,0,11
105.12777777777778,52.23422075979659,98.55294117647058,247,9,3,3,53
29.134670487106018,27.626543209876544,81.49693251533742,238,8,25,1,64
105.12777777777778,52.23422075979659,127.44913627639156,238,8,25,1,65
105.12777777777778,157.23910614525138,100.1002444987775,238,8,25,1,41
29.134670487106018,27.626543209876544,86.89449541284404,238,8,25,1,37
